都道府県,施設名,住所,place_id
東京,co-ba ikebukuro station,日本、〒171-0021 東京都豊島区西池袋１丁目１７−７ 池袋ルミエールビル ４階,ChIJ8QujEzyNGGAR5z4FMv35Um0
東京,co-ba shibuya,"日本、〒150-0002 東京都渋谷区渋谷３丁目２６−１６ 第５叶ビル 5F,6F",ChIJE3J-bluLGGARgfO9VMWhpHQ
東京,CO-Work&...新宿,日本、〒160-0022 東京都新宿区新宿２丁目１１−７ 第33宮庭ビル 5F,ChIJCd5SI6GNGGARaV9j-N86tz8
東京,CO-WORKING&JAZZCLUB EXPRESSION,日本、〒101-0051 東京都千代田区神田神保町２丁目２０−６ 恒倉ビル B1F,ChIJgf4H1FaNGGAR_rOav08R_RU
東京,CocoDesk 押上駅,日本、〒131-0045 東京都墨田区押上１丁目１−６５,ChIJW_siJ9CPGGARMpYejBjaoFc
東京,CocoDesk 清澄白河駅,日本、〒135-0021 東京都江東区白河１丁目６−１３,ChIJm9d74IyJGGAR4WU-yCLXxoU
東京,coin space コインスペース 錦糸町マルイ店,日本、〒130-0022 東京都墨田区江東橋３丁目９−１０ 錦糸町マルイ 3階,ChIJ63leCtiIGGARxZ_7lxNJybA
東京,coin space コインスペース 渋谷マークシティ店,日本、〒150-0043 東京都渋谷区道玄坂１丁目１２−５ 渋谷マークシティ WEST4階 クリエーションスクエアしぶや内,ChIJy0synFeLGGARADh0euPqdpY
東京,Colony#3 下北沢|コワーキング/シェアオフィス/レンタルスペース,日本、〒155-0031 東京都世田谷区北沢２丁目２７−９ 地下1階〜2階,ChIJidahIj_zGGARn5YCCrlndfI
東京,COSA ON,日本、〒116-0001 東京都荒川区町屋１丁目３−１２ COSA ON204,ChIJc2xqdZmPGGARCZBP0fm2tWw
東京,COTOLIBA北砂,日本、〒136-0073 東京都江東区北砂２丁目１７−１ アリオ北砂 ３階,ChIJdc46OY2JGGARK4x0abMviFg
東京,Coworking Space /MONZ SPACE 築地,日本、〒104-0045 東京都中央区築地４丁目３−８ 登喜和ビル ５階,ChIJOcB-3WaLGGARRZtZ-1S2dTM
東京,Coworking space HITOSHIGOTO,日本、〒174-0052 東京都板橋区蓮沼町２６−２,ChIJs3pOAomTGGARUlEST8gLDi8
東京,Cozy Works Kamiyacho,日本、〒105-6004 東京都港区虎ノ門４丁目３−１ 城山トラストタワー 4階,ChIJ00dXkpCLGGARi9MXb91Ce3s
東京,Creative Lounge MOV,日本、〒150-8510 東京都渋谷区渋谷２丁目２１−１ 8F,ChIJeQt-_1iLGGARYFO-fl4vdpE
東京,CWK Space,日本、〒164-0001 東京都中野区中野４７−３−４７−１３ シグマウエスト 401号,ChIJe4CByJHyGGARoBAspk1rIZo
東京,DOTEMA,日本、〒155-0032 東京都世田谷区代沢２丁目４８−３,ChIJV0_UTajzGGARRpR2qxQdKYQ
東京,EDITORY浅草橋,日本、〒111-0053 東京都台東区浅草橋１丁目１９−１ 祥松ビル4F,ChIJFdldM7KOGGAR86IJ8FmuQws
東京,emiffice（エミフィス）大泉学園 シェアオフィス,日本、〒178-0063 東京都練馬区東大泉１丁目２８−１ グランエミオ大泉学園 1階,ChIJNUoBrPvvGGARG0mgfVGadFM
東京,emiffice（エミフィス）練馬 シェアオフィス,日本、〒176-0001 東京都練馬区練馬１丁目３−１０ 西武鉄道練馬駅2階構内,ChIJh42yZ1LtGGARN67DT3O1fkE
東京,ExeWorks上野店-レンタルオフィス＆コワーキングスペース-,日本、〒110-0015 東京都台東区東上野２丁目１３−２ 上野スカイビル,ChIJ9_wG_uqPGGARDY4xLNKXEpE
東京,EXPRESS WORK-Lounge ／ Office（エクスプレスワーク ラウンジ／オフィス）,日本、〒100-0005 東京都千代田区丸の内１丁目９−１ 丸の内中央ビル 11階,ChIJG0Xvbf2LGGARczPjlHIHg7g
東京,FEEEP 池袋東口店,日本、〒171-0022 東京都豊島区南池袋１丁目２２−１ 池袋1221ビル 2F,ChIJx6IiCeWNGGARDYOvQxCCIuU
東京,FEEEP（フィープ）上野店,日本、〒110-0005 東京都台東区上野６丁目１６−１５ フォーライフ上野駅前ビル 2階,ChIJtw6OzoCPGGARup0p-2yh92A
東京,FEEEP（フィープ）新宿西口店,日本、〒160-0023 東京都新宿区西新宿１丁目８−１ 新宿ビルディング B2F,ChIJ4cCHwKqNGGAREDsCUpU4AFg
東京,FEEEP（フィープ）新宿東口-新宿三丁目店,日本、〒160-0022 東京都新宿区新宿３丁目２９−１１ 新盛堂ビル ５Ｆ,ChIJ-7mFX02NGGARhLQrRsivazk
東京,FromScratch Works 中野,日本、〒165-0026 東京都中野区新井２丁目３０ ４IFOビル 7FB,ChIJF7bEK2TzGGARvlrUMKMprX4
東京,FUSION_N,日本、〒101-0054 東京都千代田区神田錦町2-4 ダヴィンチ小川町ビル３階,ChIJoYynTQWMGGARjYpstIPWWcU
東京,GARAGE WASEDA（コワーキングスペース/シェアオフィス）,日本、〒162-0041 東京都新宿区早稲田鶴巻町５１８ 早稲田玉井ビル 3F,ChIJ9y2AOgONGGARLl-zHppjRe4
東京,Gokei work space,日本、〒110-1115 東京都台東区東上野３丁目１０−７ GOKEI上野Building 2階,ChIJ2y52rtaPGGARYwMLJ5fRxUI
東京,goodroom lounge品川（goodoffice 品川）,日本、〒140-0001 東京都品川区北品川１丁目２３−１９,ChIJxQlTWsCLGGARREQfbQeW_XU
東京,H¹O 渋谷神南,日本、〒150-0041 東京都渋谷区神南１丁目５−６,ChIJ24ZSkcmNGGAR71OBVft_xMo
東京,H¹O 神田,日本、〒101-0042 東京都千代田区神田東松下町４１−１,ChIJ7RtEMo2NGGAROu260MELPaQ
東京,H¹O 平河町,日本、〒102-0093 東京都千代田区平河町１丁目６−４,ChIJ8U7qNPyNGGAR8Bu83eczLk0
東京,H¹O日本橋茅場町,日本、〒103-0025 東京都中央区日本橋茅場町２丁目１２−１０,ChIJQXfClemJGGAR8sQ7ygoqv2M
東京,H¹T 荻窪（エイチワンティー）,日本、〒167-0043 東京都杉並区上荻１丁目１６−１６ 喜屋ビル 6F,ChIJn8CN2LLtGGARUz1XRiqDNhE
東京,H¹T 錦糸町（エイチワンティー）,日本、〒130-0022 東京都墨田区江東橋３丁目９−１０ 丸井錦糸町店 5階,ChIJJ1gHx2aJGGAR-NN-uJxXjGM
東京,H¹T 新小岩（エイチワンティー）,日本、〒124-0024 東京都葛飾区新小岩１丁目４４−２ クッターナA 棟5F,ChIJr2lfiqGHGGARmNhXRHWnG_U
東京,H¹T 西葛西（エイチワンティー）,日本、〒134-0088 東京都江戸川区西葛西６丁目８−１０ 朝日生命西葛西ビル 6階,ChIJTUyCi4GHGGARROCxDUMDwDM
東京,H¹T 池袋東口（エイチワンティー）,日本、〒171-0022 東京都豊島区南池袋１丁目２１−５ 池袋大栄ビル 7階,ChIJjzoMXbyNGGAR6qtsJSdhUAU
東京,H¹T 中目黒（エイチワンティー）,日本、〒153-0051 東京都目黒区上目黒３丁目３−１４ アサヒ電気朝日生命中目黒ビル ７階,ChIJg0hiYeyLGGARgtefY8nKtzo
東京,H¹T 中野（エイチワンティー）,日本、〒164-0001 東京都中野区中野３丁目３６−１５ ニュークリアビル 4階,ChIJNcxtZbTzGGARBwlBrRgi1QY
東京,H¹T 東京ビッグサイト前（エイチワンティー）,日本、〒135-0063 東京都江東区有明３丁目７−２６ 有明フロンティアビル B棟 ２F215区画,ChIJh7FgmViJGGAR4OiGnBpqqYU
東京,H¹T 東陽町（エイチワンティー）,日本、〒135-0016 東京都江東区 東京都江東区東陽4-1-19 Fine Crest M'S 5F 東,ChIJlwr_0HuJGGARZ8TKqrjGkpQ
東京,H¹T 日暮里（エイチワンティー）,日本、〒116-0013 東京都荒川区 東京都荒川区西日暮里2-19-7日暮里駅前東忠ビル 9F,ChIJ9VDhCyqNGGAR1J60yhy2kNw
東京,H¹T 北千住西口,日本、〒120-0034 東京都足立区千住３丁目９２,ChIJK5tVXE-OGGARWLkvV6j3HNo
東京,H¹T 両国（エイチワンティー）,日本、〒130-0026 東京都墨田区両国３丁目２５−５ ＪＥＩ両国ビル 7F,ChIJCWDYziOJGGARuyyYzuMVytU
東京,H¹T 練馬（エイチワンティー）,"日本、〒176-0012 東京都練馬区豊玉北５丁目１７−１０, Loc’s Nerima Bldg., 3階",ChIJRVFW0RDtGGARYWU6y4uvalw
東京,HAKADORU アトレ大森店,日本、〒143-0016 東京都大田区大森北１丁目６−１６ アトレ大森店 ５Ｆ,ChIJKxpfH4NhGGAR-4BAfq2PABI
東京,HANPAはすぬま,日本、〒146-0094 東京都大田区東矢口３丁目１７−８ 柏アパート B 11号室,ChIJsdF90BdhGGARPZj8jCs7V9Q
東京,HEREON西日暮里 個室ワーキングスペース,日本、〒116-0013 東京都荒川区西日暮里５丁目３１−１０ ワイメア・ヴァレ 901号室,ChIJCaquJnSNGGARj3mQluqzLRQ
東京,ivyCafe NEIGHBOR&WORK 町屋（アイビーカフェ町屋）,日本、〒116-0001 東京都荒川区町屋３丁目１４−１,ChIJ7y7L1XKOGGARmqWdTb-7nyQ
東京,Just Office Ekoda,日本、〒176-0006 東京都練馬区栄町２７−５,ChIJy5Pih7qLGGARz2XM0-8-V6E
東京,JustCo渋谷ヒカリエ,日本、〒150-8510 東京都渋谷区渋谷２丁目２１−１ ヒカリエオフィス棟 33階,ChIJhbTvtXSLGGAR1tJCRiXYIto
東京,JustCo新宿ミライナタワー,日本、〒160-0022 東京都新宿区新宿４丁目１−６ JR新宿ミライナタワー 18F,ChIJ0VzRbBKNGGARTPFGIEbNYlc
東京,JustOffice西葛西,日本、〒134-0088 東京都江戸川区西葛西３丁目２２−１０,ChIJwVGzIgyHGGARU9358tawOeY
東京,Kant. ｜ WORK LOUNGE ｜OFFICE ｜CAFE&MUSIC BAR LOUNGE,日本、〒106-0032 東京都港区六本木４丁目８−５ 和幸ビル,ChIJl2080G-LGGARa2u_B0XIDJ4
東京,KNOW HOW 北千住,日本、〒120-0033 東京都足立区千住寿町８−１８ 柏崎ビル 201号室,ChIJCZhbfduPGGARpxVYXRlL0zo
東京,LIFORK大手町,日本、〒100-0004 東京都千代田区大手町１丁目５−１ 大手町ファーストスクエア ウエストタワー 1・2階,ChIJIz0giweMGGAR6BvABJByJRY
東京,LIT HIGASHI-NIHOMBASHI,日本、〒103-0004 東京都中央区東日本橋２丁目２４−９,ChIJO7Jxt1aPGGARLDIcbq2TSuc
東京,Lounge by m コワーキング石神井,日本、〒177-0041 東京都練馬区石神井町２丁目７−５ ブルーストーン 2F,ChIJr8LGqYLvGGARHzkgjGweEyE
東京,Lounge by m コワーキング大泉学園店,日本、〒178-0063 東京都練馬区東大泉１丁目２６−１２,ChIJXzt08CnvGGARhr07eVRRiGo
東京,LULL TECH BEACH 渋谷,日本、〒150-0002 東京都渋谷区渋谷３丁目１０−１３ Tokyu Reit 渋谷Rビル B1,ChIJWW8_Cs6LGGARwCzluvuRRNQ
東京,LUPO 下北沢,日本、〒155-0031 東京都世田谷区北沢３丁目２７−４ 立木ビル 2F,ChIJdaXdQ9jzGGARZDiS0WqwIig
東京,MID POINT渋谷神泉,日本、〒150-0045 東京都渋谷区神泉町20番２１ クロスシー渋谷神泉ビル,ChIJC6CvjQ-LGGARfAaldgWOtGE
東京,MID POINT大森,日本、〒143-0023 東京都大田区山王２丁目５−１３ 大森北口ビル 5F,ChIJkWTobA5hGGARrpPfv7ujU6M
東京,MID POINT大塚,日本、〒170-0005 東京都豊島区南大塚２丁目３８−１ リードシー大塚ビル 5~8F,ChIJrQy0H8aNGGARqmhAY94Ebwo
東京,MID POINT幡ヶ谷,日本、〒151-0072 東京都渋谷区幡ケ谷１丁目２−２ 京王幡ヶ谷ビル 4F,ChIJwfF0EAjzGGARNRFEFLAB4rw
東京,MID POINT目黒不動前,日本、〒141-0031 東京都品川区西五反田３丁目１５−６ リードシー目黒不動前ビル,ChIJ5-1sBROLGGAROx45S-yywYE
東京,MIDORI.so NAKAMEGURO,日本、〒153-0042 東京都目黒区青葉台３丁目３−１１,ChIJyYJ4dFOLGGAR1s0yqePtAiw
東京,MY TIME マイタイム,日本、〒179-0075 東京都練馬区高松４丁目６−１ 長谷美ビル ビズテラス光が丘 6F,ChIJCVd0K0vtGGAR5Dyxx6pkTlE
東京,NAKANO HAKO,日本、〒164-1001 東京都中野区中野２丁目２４ ナカノサウステラ レジデンス棟 2階201,ChIJE1HJFkXzGGAR_rmzz_9aPCE
東京,NewWork 蒲田,日本、〒144-0051 東京都大田区西蒲田８丁目１−５ 東急西蒲田ビル 3F,ChIJv9VO181hGGARyV3i_sn8bvY
東京,NewWork 桜新町​,日本、〒154-0015 東京都世田谷区桜新町１丁目１２−１０ 駅前ビル 5F,ChIJi0VZRzb1GGARCIhq7bCA9TA
東京,NewWork 新橋,日本、〒105-0004 東京都港区新橋１丁目１５−７ 新橋NFビル 7F,ChIJ1_88NAqLGGARranNnXrg3EY
東京,NewWork 新宿9F,日本、〒160-0023 東京都新宿区西新宿１丁目１７−1-9F 日本生命新宿西口ビル,ChIJAQDABNGMGGARoBd2xEF6R_4
東京,NewWork 池袋7F,日本、〒170-0013 東京都豊島区東池袋１丁目２１−１１ オーク池袋ビルディング 7F,ChIJp3HcvJONGGARciWPAd2yPfI
東京,NewWork 中目黒,日本、〒153-0043 東京都目黒区東山１丁目６−７ フォーラム中目黒 6F,ChIJ69aTWvuLGGAR1CNmyuTeMr4
東京,NewWork 中野,日本、〒164-0001 東京都中野区中野５丁目６５−３ A-01ビル 3F,ChIJw1pRIDXzGGARGk7i1oqj7Gk
東京,NewWork 北千住5F,日本、〒120-0036 東京都足立区千住仲町１９−８ 太陽生命保険千住支社 5階,ChIJK_Fq1KiPGGARxDf0Nkzjd1g
東京,NewWork錦糸町,日本、〒130-0022 東京都墨田区江東橋３丁目７−８ 日本生命錦糸町ビル 6F,ChIJGzzcZtiIGGARkboUT2WsiRo
東京,NewWork大泉学園,日本、〒178-0063 東京都練馬区東大泉１丁目２９−１ 大泉学園ゆめりあ 1 3F,ChIJbaCoFY_vGGARF7QAMWvN73A
東京,NewWork北千住1F,日本、〒120-0036 東京都足立区千住仲町１９−８ 太陽生命千住ビル 1F,ChIJb9KLXUOPGGAR3K-_YEs4uro
東京,Next DESK ネクストデスク,日本、〒164-0001 東京都中野区中野２丁目１３−２５ 第一岡ビル３階,ChIJZYJ0DajzGGARmrY7AEv6DtI
東京,SaCuLa 芦花公園 コワーキングスペース 自習室 24時間,日本、〒168-0074 東京都杉並区上高井戸１ 21-2 第2 B101 ラサハウス,ChIJi2sEDjPzGGARjMOkGJi3SB4
東京,SaCuLa 千歳烏山 コワーキングスペース 自習室 24時間,日本、〒157-0062 東京都世田谷区南烏山６丁目２７−１ 宿谷ビル 201号,ChIJBbJ54N3xGGARR5suo_M4SVA
東京,SaCuLa 明大前 コワーキングスペース 自習室 24時間,日本、〒156-0043 東京都世田谷区松原１丁目３８−８ 村山ビル 2B,ChIJxY1RYETzGGARtWMQDvfxJHQ
東京,SENQ目黒,日本、〒141-0021 東京都品川区上大崎３丁目２−１ 目黒センタービル 8階,ChIJRxXNu1CLGGARBf8RaSgjGdA
東京,SO!Oomori（大森）,日本、〒143-0023 東京都大田区山王２丁目１−２ 大森ステーションボックス,ChIJG8aj2e9hGGAR0gIvYQysrVQ
東京,Social Business Lab（ソーシャルビジネスラボ）,日本、〒103-0014 東京都中央区日本橋蛎殻町１丁目２４−４ 井川ビル 2F,ChIJpcLU2ESJGGAREWW6xKvuiXQ
東京,SoloTime 錦糸町,日本、〒130-0013 東京都墨田区錦糸２丁目５−８ シルバーストンビル 5階,ChIJ01y9Jg6JGGARoJIMyZa08JI
東京,SoloTime 西葛西,日本、〒134-0088 東京都江戸川区西葛西６丁目９−１２ 西葛西トーセイビル 7階B号室,ChIJc_IvSKGHGGARBn6LVWG2ksQ
東京,SoloTime 中目黒,日本、〒153-0051 東京都目黒区上目黒３丁目２−１ 明治安田生命中目黒ビル 4階,ChIJ1QJEboiLGGARLU1lOhKJYyk
東京,SPACES品川,日本、〒108-0075 東京都港区港南２丁目１６−１ 7F･8F 品川イーストワンタワー,ChIJ89sJctGLGGARXh3JQzLFcNs
東京,StartupSide Tokyo｜スタートアップサイド東京,日本、〒101-0064 東京都千代田区神田猿楽町２丁目８−１１ Vort水道橋III 7・8・9階,ChIJgyM3F-mNGGARcXSuMmcMA68
東京,STAYUP（ステイアップ）日本橋箱崎,"日本、〒103-0015 東京都中央区日本橋箱崎町３０−１, A.I.Nihombashi East, 1F",ChIJZ08DQc6JGGARkBMsBYx-5cA
東京,studio ai レンタルスペース・シェアオフィス,日本、〒130-0005 東京都墨田区東駒形２丁目２−６ 田中ビル 3階/4階,ChIJI3XG2CGPGGARwFx7Di4AnIk
東京,Suup コナカ南小岩店,日本、〒133-0056 東京都江戸川区南小岩３丁目２９−８,ChIJs3eYeiuHGGARCaxfX5nRUp0
東京,Suup 新宿三丁目店 by 京王不動産,日本、〒160-0022 東京都新宿区新宿３丁目４−１ 5階,ChIJ508GpGWNGGARAIYuPdluOwk
東京,SYCL by KEIO（シェアオフィス・コワーキングスペース）｜世田谷区 下北沢,日本、〒155-0031 東京都世田谷区北沢２丁目１１−１５ ミカン下北A街区 4F,ChIJ-WA1uIvzGGARyrJuKMdPUvo
東京,TimePort木場 レンタル・ワーキングスペース,日本、〒135-0042 東京都江東区木場５丁目３−４ 入口は建物横側の新田橋手前 コータス木場,ChIJu4TUS6aJGGARCBx4DourQ2Q
東京,TOBU×BIZcomfort竹ノ塚,日本、〒121-0813 東京都足立区竹の塚６丁目６−１ 駅ビル 2F・3F,ChIJ0XJ7X52RGGAR90UF6PIgT7g
東京,TOKYOシェアオフィス墨田,日本、〒130-0004 東京都墨田区本所３丁目１５−５,ChIJeV_dvXKPGGAR-f6ZD_viIT8
東京,UENO de MYoffice(ポリグロットリンク),日本、〒110-0005 東京都台東区上野７丁目４−９ 細田ビル 4F,ChIJN67SPeaPGGARByt3XRYzbJ4
東京,Ueno Your 2nd,日本、〒110-0005 東京都台東区上野３丁目１４−２,ChIJQdPZu1qNGGARqr0QBZIiLLg
東京,Value Work,日本、〒166-0004 東京都杉並区阿佐谷南１丁目３６−４ 三幸ビル ４F,ChIJkWLkQk_zGGARULXZcBSaXdk
東京,VORT SPACE（ボルトスペース）茅場町店,日本、〒103-0025 東京都中央区日本橋茅場町１丁目１１−３ 岡本ビル 9F,ChIJcVEuYfuJGGARrW_J1Aiuywk
東京,WAW日本橋,日本、〒103-0027 東京都中央区日本橋１丁目１３−１ 日鉄日本橋ビル 3階,ChIJ4cynwx-JGGAR8yZvRR3mro0
東京,whoワークラウンジ｜コワーキングスペース,日本、〒103-0004 東京都中央区東日本橋３丁目６−１２ 東日本パークビル 6階,ChIJGd52-f-JGGARb-5hGCLXMtM
東京,Work Lounge WACRE (ワクレ) | コワーキングスペース,日本、〒101-0061 東京都千代田区神田三崎町３丁目１−１ 高橋セーフビル 5階,ChIJT7YRWKuNGGARIPtTe_lI6Rg
東京,work.GO目黒碑文谷,日本、〒152-0003 東京都目黒区碑文谷５丁目２−５ T&Aビル 5F,ChIJzTleg3X1GGARBtswtniZnWk
東京,workCAFE ココDoカフェ,日本、〒164-0001 東京都中野区中野５丁目５７−１０ CUBE中野 3F,ChIJSzo9VU3zGGARyyTlzczPAMk
東京,WORKERS CAFE by Feathers,日本、〒112-0013 東京都文京区音羽１丁目２５−１３ SPACE-T 2F,ChIJMT7k8SGNGGARLIAKi_s7nMc
東京,WORKING STUDIO 秋葉原/アストロサーブ株式会社,日本、〒101-0021 東京都千代田区外神田４丁目７−３ 田中ビル 1階,ChIJM3oJqb6NGGARt7quzNc8rUI
東京,Workmedi新宿-コワーキングスペース-貸会議室,日本、〒160-0023 東京都新宿区西新宿７丁目７−２６ ワコーレ新宿第一ビル 2階,ChIJP3y7O06NGGARQeZGqRE8W2Y
東京,Workspace & Bar 56,日本、〒103-0013 東京都中央区日本橋人形町２丁目２１−１ ＦＳビル 5F,ChIJm4fCvEmJGGARJVmoxalHfFg
